,length,gc
ENSG00000118137,1096,0.630474453
ENSG00000118156,4904,0.518760196
ENSG00000118160,5271,0.538038323
ENSG00000118162,2115,0.526241135
ENSG00000118181,1477,0.468517265
ENSG00000118193,7294,0.379215794
ENSG00000118194,7330,0.546793997
ENSG00000118197,4410,0.490249433
ENSG00000118200,8442,0.404761905
ENSG00000118217,14263,0.40769824
ENSG00000118231,642,0.585669782
ENSG00000118242,3638,0.410940077
ENSG00000118245,407,0.488943489
ENSG00000118246,9759,0.389998975
ENSG00000118257,13896,0.486974669
ENSG00000118260,12132,0.364408177
ENSG00000118263,9616,0.416389351
ENSG00000118271,2176,0.443014706
ENSG00000118276,5165,0.4642788
ENSG00000118292,1270,0.503937008
ENSG00000118298,3296,0.5
ENSG00000118307,3126,0.387076136
ENSG00000118308,6611,0.407048858
ENSG00000118322,11310,0.404686118
ENSG00000118363,2967,0.398382204
ENSG00000118369,5754,0.597149809
ENSG00000118402,3013,0.450381679
ENSG00000118407,8964,0.336903168
ENSG00000118412,8147,0.383085798
ENSG00000118418,1345,0.515241636
ENSG00000118420,6402,0.41190253
ENSG00000118432,6345,0.379826635
ENSG00000118434,1664,0.423076923
ENSG00000118454,6184,0.414133247
ENSG00000118473,25445,0.377166437
ENSG00000118482,20926,0.368393386
ENSG00000118491,1072,0.440298507
ENSG00000118492,7771,0.397503539
ENSG00000118495,6410,0.449297972
ENSG00000118496,9051,0.369240968
ENSG00000118503,6393,0.482402628
ENSG00000118507,4593,0.438275637
ENSG00000118508,1065,0.502347418
ENSG00000118513,5497,0.434782609
ENSG00000118514,2858,0.355493352
ENSG00000118515,9990,0.423723724
ENSG00000118518,3392,0.414504717
ENSG00000118520,2219,0.399278954
ENSG00000118523,2338,0.555175364
ENSG00000118526,3679,0.493340582
ENSG00000118557,5591,0.404757646
ENSG00000118564,4701,0.415230802
ENSG00000118579,10972,0.440758294
ENSG00000118596,13703,0.348171933
ENSG00000118600,10352,0.394802937
ENSG00000118620,6831,0.369052847
ENSG00000118640,895,0.540782123
ENSG00000118655,4721,0.482313069
ENSG00000118680,1738,0.486766398
ENSG00000118689,7670,0.493089961
ENSG00000118690,4254,0.43041843
ENSG00000118702,550,0.541818182
ENSG00000118705,3346,0.510759115
ENSG00000118707,3973,0.539642587
ENSG00000118729,2688,0.431547619
ENSG00000118733,4393,0.337810153
ENSG00000118762,5531,0.447477852
ENSG00000118777,5602,0.404855409
ENSG00000118785,7250,0.365793103
ENSG00000118804,2244,0.463903743
ENSG00000118816,4048,0.478507905
ENSG00000118849,2029,0.506653524
ENSG00000118855,5227,0.441170844
ENSG00000118873,21916,0.38884833
ENSG00000118894,3135,0.544178628
ENSG00000118898,7699,0.526432004
ENSG00000118900,8592,0.552607076
ENSG00000118922,11547,0.39698623
ENSG00000118939,1905,0.397375328
ENSG00000118946,8392,0.465085796
ENSG00000118960,14625,0.525811966
ENSG00000118961,4433,0.429731559
ENSG00000118965,7807,0.401946971
ENSG00000118971,7988,0.472583876
ENSG00000118972,4713,0.439210694
ENSG00000118985,7108,0.469189645
ENSG00000118997,21349,0.372148578
ENSG00000119004,10619,0.429136454
ENSG00000119013,1852,0.414686825
ENSG00000119041,7330,0.388130969
ENSG00000119042,14762,0.431106896
ENSG00000119048,3402,0.400352734
ENSG00000119121,9193,0.418905689
ENSG00000119125,7904,0.419281377
ENSG00000119138,5201,0.4825995
ENSG00000119139,15243,0.460080037
ENSG00000119147,1705,0.492668622
ENSG00000119185,6659,0.469439856
ENSG00000119203,3686,0.450081389
ENSG00000119227,3198,0.602564103
ENSG00000119231,7035,0.443496802
ENSG00000119242,8219,0.500304173
ENSG00000119280,5161,0.516372796
ENSG00000119283,9389,0.55692832
ENSG00000119285,9061,0.399183313
ENSG00000119314,8236,0.400315687
ENSG00000119318,4613,0.437025797
ENSG00000119321,18557,0.406639004
ENSG00000119326,3124,0.426696543
ENSG00000119328,2525,0.411881188
ENSG00000119333,2672,0.54752994
ENSG00000119335,5940,0.436363636
ENSG00000119383,5624,0.591216216
ENSG00000119392,10755,0.462761506
ENSG00000119396,4695,0.420234292
ENSG00000119397,22349,0.409548526
ENSG00000119401,3777,0.482128674
ENSG00000119402,11354,0.419499736
ENSG00000119403,6594,0.503488019
ENSG00000119408,4433,0.539138281
ENSG00000119411,2339,0.560923472
ENSG00000119414,4443,0.474454198
ENSG00000119421,804,0.478855721
ENSG00000119431,2092,0.543021033
ENSG00000119446,5196,0.429368745
ENSG00000119457,2465,0.542393509
ENSG00000119471,3307,0.390081645
ENSG00000119487,6741,0.437917223
ENSG00000119508,6314,0.463256256
ENSG00000119509,7131,0.441733277
ENSG00000119514,3166,0.477890082
ENSG00000119522,10337,0.443842507
ENSG00000119523,2970,0.443097643
ENSG00000119535,10594,0.535586181
ENSG00000119537,9031,0.431402945
ENSG00000119541,4315,0.428273465
ENSG00000119547,16546,0.423002538
ENSG00000119559,4774,0.621910348
ENSG00000119574,3006,0.541916168
ENSG00000119596,14935,0.456243723
ENSG00000119599,5536,0.510115607
ENSG00000119608,4826,0.449026109
ENSG00000119614,3018,0.581179589
ENSG00000119616,4747,0.412892353
ENSG00000119630,5804,0.577877326
ENSG00000119632,1602,0.54556804
ENSG00000119636,4624,0.397058824
ENSG00000119638,13327,0.430929692
ENSG00000119640,1803,0.432612313
ENSG00000119650,4169,0.504917246
ENSG00000119655,2584,0.459365325
ENSG00000119661,8884,0.40623593
ENSG00000119669,4166,0.628420547
ENSG00000119673,2239,0.549352389
ENSG00000119681,9078,0.521921128
ENSG00000119682,7805,0.411018578
ENSG00000119684,8358,0.427973199
ENSG00000119685,12267,0.441183663
ENSG00000119686,4910,0.49898167
ENSG00000119688,8922,0.513001569
ENSG00000119689,4548,0.477352682
ENSG00000119698,4973,0.404785844
ENSG00000119699,5223,0.507179782
ENSG00000119703,8738,0.456511788
ENSG00000119705,2631,0.462941847
ENSG00000119707,11764,0.369177151
ENSG00000119711,6682,0.451960491
ENSG00000119714,3474,0.554116292
ENSG00000119715,5930,0.570151771
ENSG00000119718,5436,0.453274467
ENSG00000119720,17393,0.415167021
ENSG00000119723,6686,0.467992821
ENSG00000119725,6471,0.446762479
ENSG00000119729,6424,0.448007472
ENSG00000119737,2094,0.461318052
ENSG00000119760,5312,0.425828313
ENSG00000119771,11109,0.57241876
ENSG00000119772,13781,0.572454829
ENSG00000119777,4909,0.556325117
ENSG00000119778,10501,0.427578326
ENSG00000119782,1677,0.5509839
ENSG00000119787,5810,0.433218589
ENSG00000119801,3421,0.456299328
ENSG00000119812,17840,0.403026906
ENSG00000119820,12239,0.397663208
ENSG00000119844,6514,0.377955173
ENSG00000119862,3933,0.427409102
ENSG00000119865,3548,0.41065389
ENSG00000119866,24514,0.462919148
ENSG00000119878,6931,0.402827875
ENSG00000119888,2430,0.481069959
ENSG00000119899,3441,0.43853531
ENSG00000119900,9176,0.358217088
ENSG00000119906,8812,0.40660463
ENSG00000119912,16811,0.429004818
ENSG00000119913,3935,0.426683609
ENSG00000119915,1400,0.518571429
ENSG00000119917,5067,0.434379317
ENSG00000119919,2088,0.634099617
ENSG00000119922,4326,0.426953306
ENSG00000119927,9809,0.451626058
ENSG00000119929,1792,0.478236607
ENSG00000119938,2541,0.401023219
ENSG00000119943,3865,0.512807245
ENSG00000119946,6156,0.543209877
ENSG00000119950,5907,0.475537498
ENSG00000119953,5404,0.397853442
ENSG00000119965,3083,0.461239053
ENSG00000119969,14231,0.378539807
ENSG00000119973,5506,0.488376317
ENSG00000119977,9465,0.409825674
ENSG00000119979,6291,0.462406613
ENSG00000119986,1375,0.543272727
ENSG00000120008,10707,0.42131316
ENSG00000120029,4747,0.448493786
ENSG00000120049,3397,0.562260818
ENSG00000120051,3491,0.443425952
ENSG00000120053,2424,0.481848185
ENSG00000120054,1879,0.455029271
ENSG00000120055,1469,0.688223281
ENSG00000120057,1883,0.635156665
ENSG00000120063,6431,0.445964858
ENSG00000120068,2404,0.582362729
ENSG00000120071,23858,0.43930757
ENSG00000120075,1859,0.533620226
ENSG00000120088,6979,0.593208196
ENSG00000120093,7425,0.501952862
ENSG00000120094,2486,0.584875302
ENSG00000120129,2013,0.543467462
ENSG00000120137,10348,0.391766525
ENSG00000120149,2224,0.473471223
ENSG00000120156,4804,0.450666112
ENSG00000120158,4140,0.477777778
ENSG00000120159,3160,0.411708861
ENSG00000120160,1412,0.354107649
ENSG00000120162,7120,0.456460674
ENSG00000120210,1734,0.433679354
ENSG00000120211,1952,0.420081967
ENSG00000120215,2996,0.414886515
ENSG00000120217,4108,0.41285297
ENSG00000120235,704,0.490056818
ENSG00000120242,1069,0.408793265
ENSG00000120251,14228,0.386842845
ENSG00000120253,4420,0.462217195
ENSG00000120254,4891,0.502555715
ENSG00000120256,6026,0.476933289
ENSG00000120262,5432,0.414396171
ENSG00000120265,2831,0.481808548
ENSG00000120278,10294,0.455022343
ENSG00000120279,3030,0.379867987
ENSG00000120280,1792,0.372767857
ENSG00000120289,2188,0.431444241
ENSG00000120306,1857,0.493268713
ENSG00000120314,7483,0.531471335
ENSG00000120318,6195,0.530750605
ENSG00000120322,2750,0.539272727
ENSG00000120324,3295,0.484673748
ENSG00000120327,4417,0.458229568
ENSG00000120328,3875,0.45883871
ENSG00000120329,1415,0.503180212
ENSG00000120332,5042,0.560888536
ENSG00000120333,2594,0.416730918
ENSG00000120334,5165,0.440851888
ENSG00000120337,2744,0.366253644
ENSG00000120341,7520,0.422340426
ENSG00000120370,11246,0.363951627
ENSG00000120436,2734,0.501463058
ENSG00000120437,2639,0.46115953
ENSG00000120438,4883,0.430882654
ENSG00000120440,3831,0.460193161
ENSG00000120451,17308,0.435752253
ENSG00000120457,6237,0.548500882
ENSG00000120458,4534,0.489413322
ENSG00000120471,3445,0.56371553
ENSG00000120498,3351,0.375111907
ENSG00000120500,1719,0.511925538
ENSG00000120509,5117,0.489740082
ENSG00000120519,12495,0.381272509
ENSG00000120526,10506,0.395393109
ENSG00000120533,6784,0.388708726
ENSG00000120539,4660,0.43304721
ENSG00000120549,12281,0.482126863
ENSG00000120563,1132,0.474381625
ENSG00000120594,12567,0.399538474
ENSG00000120616,11286,0.382332093
ENSG00000120645,7679,0.626644094
ENSG00000120647,3550,0.448732394
ENSG00000120656,8610,0.4485482
ENSG00000120658,3553,0.441035744
ENSG00000120659,2730,0.44029304
ENSG00000120662,3841,0.405623536
ENSG00000120664,5029,0.418174587
ENSG00000120669,3363,0.422242046
ENSG00000120675,8031,0.385630681
ENSG00000120685,7329,0.381634602
ENSG00000120686,4382,0.347329986
ENSG00000120688,2388,0.37520938
ENSG00000120690,4441,0.435937852
ENSG00000120693,5834,0.469317792
ENSG00000120694,8391,0.414134191
ENSG00000120696,4736,0.421875
ENSG00000120697,13831,0.41125009
ENSG00000120699,13092,0.368010999
ENSG00000120705,4537,0.482036588
ENSG00000120708,7717,0.504341065
ENSG00000120709,7051,0.513544178
ENSG00000120725,3977,0.481267287
ENSG00000120727,3158,0.43160228
ENSG00000120729,2826,0.394550602
ENSG00000120733,7872,0.489202236
ENSG00000120738,3137,0.553076187
ENSG00000120742,5743,0.393348424
ENSG00000120756,5288,0.375945537
ENSG00000120784,7708,0.400363259
ENSG00000120798,6454,0.421908894
ENSG00000120800,10030,0.416949153
ENSG00000120802,8498,0.387738291
ENSG00000120805,4935,0.413779129
ENSG00000120820,3268,0.448898409
ENSG00000120832,3634,0.415795267
ENSG00000120833,6477,0.500694766
ENSG00000120837,4899,0.437027965
ENSG00000120860,2654,0.399773926
ENSG00000120868,7759,0.415517464
ENSG00000120875,7273,0.535129933
ENSG00000120885,6285,0.501511535
ENSG00000120889,5010,0.448303393
ENSG00000120896,5865,0.641602728
ENSG00000120899,7860,0.556743003
ENSG00000120903,5062,0.500987752
ENSG00000120907,6749,0.439768855
ENSG00000120910,2899,0.48361504
ENSG00000120913,12388,0.590975137
ENSG00000120915,4185,0.535483871
ENSG00000120925,6055,0.477456647
ENSG00000120937,708,0.512711864
ENSG00000120942,5090,0.523379175
ENSG00000120948,6187,0.418942945
ENSG00000120949,3812,0.61201469
ENSG00000120952,1642,0.504872107
ENSG00000120963,7393,0.454078182
ENSG00000120992,4694,0.404345974
ENSG00000121005,4553,0.388974303
ENSG00000121022,7779,0.423961949
ENSG00000121039,5331,0.46464078
ENSG00000121053,2719,0.5954395
ENSG00000121057,5340,0.541573034
ENSG00000121058,3014,0.454545455
ENSG00000121060,12417,0.441813643
ENSG00000121064,3829,0.451553931
ENSG00000121067,6506,0.422379342
ENSG00000121068,6082,0.622492601
ENSG00000121073,5898,0.491183452
ENSG00000121075,3996,0.535785786
ENSG00000121101,5325,0.441314554
ENSG00000121104,3800,0.482368421
ENSG00000121152,6545,0.461726509
ENSG00000121207,7535,0.39668215
ENSG00000121210,6393,0.435945565
ENSG00000121211,1511,0.419589676
ENSG00000121236,3964,0.452068618
ENSG00000121270,8469,0.43594285
ENSG00000121274,8592,0.405726257
ENSG00000121281,8595,0.551599767
ENSG00000121289,9233,0.499187696
ENSG00000121297,8280,0.450966184
ENSG00000121310,11572,0.468890425
ENSG00000121314,1236,0.356796117
ENSG00000121316,2375,0.440421053
ENSG00000121318,1140,0.362280702
ENSG00000121335,1795,0.485236769
ENSG00000121350,5723,0.364494146
ENSG00000121351,2151,0.372849837
ENSG00000121361,2511,0.446833931
ENSG00000121377,1096,0.400547445
ENSG00000121380,5112,0.465962441
ENSG00000121381,1075,0.397209302
ENSG00000121390,4817,0.549096948
ENSG00000121406,9279,0.466860653
ENSG00000121410,3999,0.565891473
ENSG00000121413,8175,0.471559633
ENSG00000121417,4562,0.459666813
ENSG00000121440,6139,0.464896563
ENSG00000121446,9063,0.447202913
ENSG00000121454,6085,0.489071487
ENSG00000121481,3906,0.379928315
ENSG00000121486,4914,0.383597884
ENSG00000121542,4704,0.411139456
ENSG00000121552,1366,0.366764275
ENSG00000121570,4967,0.446949869
ENSG00000121577,2208,0.418931159
ENSG00000121578,6988,0.41685747
ENSG00000121579,6438,0.407269338
ENSG00000121594,3213,0.39869281
ENSG00000121621,4517,0.366172238
ENSG00000121634,1392,0.588362069
ENSG00000121644,4936,0.433549433
ENSG00000121653,3498,0.645511721
ENSG00000121671,6200,0.552096774
ENSG00000121680,3019,0.597217622
ENSG00000121690,3314,0.412190706
ENSG00000121691,3579,0.433920089
ENSG00000121716,5761,0.587745183
ENSG00000121741,13611,0.361031519
ENSG00000121742,3270,0.49969419
ENSG00000121743,5214,0.41215957
ENSG00000121749,8227,0.364045217
ENSG00000121753,7756,0.623388345
ENSG00000121764,2510,0.606374502
ENSG00000121766,1921,0.484643415
ENSG00000121769,1398,0.491416309
ENSG00000121774,3544,0.468397291
ENSG00000121775,2787,0.551847865
ENSG00000121797,2991,0.45703778
ENSG00000121807,3873,0.432481281
ENSG00000121851,1811,0.489784649
ENSG00000121853,3088,0.42746114
ENSG00000121858,3441,0.387678001
ENSG00000121864,6819,0.415603461
ENSG00000121871,5274,0.485779295
ENSG00000121879,17189,0.349234976
ENSG00000121892,12204,0.446656834
ENSG00000121895,2562,0.386026542
ENSG00000121897,11318,0.400777523
ENSG00000121898,4856,0.457784185
ENSG00000121900,1417,0.605504587
ENSG00000121903,10444,0.488031406
ENSG00000121904,18114,0.467704538
ENSG00000121905,1964,0.602851324
ENSG00000121931,3502,0.388063963
ENSG00000121933,2428,0.404859967
ENSG00000121940,19957,0.384376409
ENSG00000121957,19578,0.398712841
ENSG00000121964,14162,0.404745093
ENSG00000121966,2902,0.518263267
ENSG00000121988,9097,0.386830823
ENSG00000121989,6448,0.372828784
ENSG00000122008,17863,0.380843083
ENSG00000122012,11817,0.444613692
ENSG00000122025,4159,0.456600144
ENSG00000122026,2196,0.453551913
ENSG00000122033,1603,0.458515284
ENSG00000122034,2926,0.491797676
ENSG00000122035,2623,0.464353793
ENSG00000122042,4317,0.44174195
ENSG00000122043,2272,0.492957746
ENSG00000122068,7897,0.42218564
ENSG00000122085,9938,0.460656068
ENSG00000122121,3853,0.540877239
ENSG00000122122,2741,0.57716162
ENSG00000122126,7992,0.440065065
ENSG00000122133,1454,0.574965612
ENSG00000122136,1035,0.622222222
ENSG00000122140,2478,0.623083132
ENSG00000122145,2662,0.438016529
ENSG00000122176,3034,0.500659196
ENSG00000122180,1507,0.577305906
ENSG00000122188,3336,0.473920863
ENSG00000122194,8930,0.422956327
ENSG00000122203,3811,0.500918394
ENSG00000122218,17664,0.415477808
ENSG00000122223,2889,0.468674282
ENSG00000122224,9118,0.478613731
ENSG00000122254,2620,0.580534351
ENSG00000122257,10475,0.407828162
ENSG00000122299,7067,0.457619924
ENSG00000122304,724,0.578729282
ENSG00000122335,11003,0.403162774
ENSG00000122359,8513,0.508516387
ENSG00000122367,10542,0.549990514
ENSG00000122375,4275,0.596491228
ENSG00000122376,4239,0.431941496
ENSG00000122378,6520,0.468251534
ENSG00000122386,2330,0.659227468
ENSG00000122390,7349,0.544563886
ENSG00000122406,3687,0.398426905
ENSG00000122417,11465,0.372612298
ENSG00000122420,5764,0.377689105
ENSG00000122435,4132,0.331800581
ENSG00000122477,1992,0.344879518
ENSG00000122481,1927,0.392838609
ENSG00000122482,7604,0.439505523
ENSG00000122483,7613,0.414816761
ENSG00000122484,17048,0.408259033
ENSG00000122490,5218,0.582790341
ENSG00000122507,8981,0.443937201
ENSG00000122512,11237,0.463468897
ENSG00000122515,7341,0.605094674
ENSG00000122543,833,0.471788715
ENSG00000122545,17138,0.362761116
ENSG00000122547,4737,0.565125607
ENSG00000122548,4283,0.425402755
ENSG00000122550,7066,0.405604302
ENSG00000122557,3581,0.440379782
ENSG00000122565,4840,0.444214876
ENSG00000122566,12613,0.413383018
ENSG00000122574,6060,0.499669967
ENSG00000122584,3774,0.503974563
ENSG00000122585,893,0.575587906
ENSG00000122591,18606,0.369558207
ENSG00000122592,2411,0.584819577
ENSG00000122641,8284,0.370593916
ENSG00000122642,5169,0.500870575
ENSG00000122643,3222,0.41930478
ENSG00000122644,3585,0.421478382
ENSG00000122674,6431,0.451407246
ENSG00000122678,4662,0.547190047
ENSG00000122679,1427,0.601962158
ENSG00000122687,2886,0.525987526
ENSG00000122691,1997,0.429644467
ENSG00000122692,7136,0.427690583
ENSG00000122694,3055,0.534206219
ENSG00000122696,3397,0.49543715
ENSG00000122705,2514,0.503977725
ENSG00000122707,5569,0.422697073
ENSG00000122711,651,0.543778802
ENSG00000122728,6216,0.466055341
ENSG00000122729,7555,0.45890139
ENSG00000122733,5847,0.542842483
ENSG00000122735,3614,0.503320421
ENSG00000122741,8291,0.412495477
ENSG00000122756,2098,0.652526215
ENSG00000122778,12498,0.450072012
ENSG00000122779,9301,0.429093646
ENSG00000122783,5321,0.454049991
ENSG00000122786,9786,0.405783773
ENSG00000122787,3412,0.40123095
ENSG00000122824,2062,0.460232784
ENSG00000122852,2451,0.534475724
ENSG00000122859,1560,0.651923077
ENSG00000122861,2949,0.537470329
ENSG00000122862,1217,0.379622021
ENSG00000122863,6934,0.570810499
ENSG00000122870,6835,0.429261156
ENSG00000122873,2753,0.354159099
ENSG00000122877,3707,0.619099002
ENSG00000122882,3675,0.4
ENSG00000122884,3093,0.462980925
ENSG00000122912,7865,0.464844247
ENSG00000122952,2377,0.518721077
ENSG00000122958,5116,0.411454261
ENSG00000122965,5866,0.509717013
ENSG00000122966,28605,0.437930432
ENSG00000122970,7001,0.413940866
ENSG00000122971,2609,0.646607896
ENSG00000122986,3646,0.473121229
